,Unnamed: 0.1,number_of_reviews,review_scores_cleanliness,availability_365,review_scores_location,review_scores_value,bathrooms_text,price,Unnamed: 0,host_acceptance_rate,host_identity_verified,property_type,host_response_time
361,361,50.0,4.92,263,4.98,4.96,1.0,750.0,362,99%,False,Entire rental unit,within an hour
364,364,55.0,4.83,0,4.96,4.67,2.0,1940.0,365,94%,False,Entire rental unit,within an hour
374,374,0.0,4.75,363,4.83,4.71,1.0,908.0,375,0%,False,Private room in loft,No information
388,388,0.0,4.75,365,4.83,4.71,1.0,600.0,389,0%,False,Private room in home,a few days or more
389,389,0.0,4.75,364,4.83,4.71,1.0,363.0,390,0%,False,Private room in home,a few days or more
397,397,20.2,4.61,365,4.9,4.43,3.0,800.0,398,94%,False,Entire guesthouse,within a day
407,407,27.0,4.96,362,4.96,4.7,2.0,1441.0,408,94%,False,Entire rental unit,within an hour
409,409,1.0,4.8,365,4.9,4.8,1.0,600.0,410,0%,False,Private room in loft,No information
419,419,11.0,4.73,49,4.91,4.73,1.0,650.0,420,67%,False,Private room in loft,within an hour
425,425,48.0,4.94,361,4.91,4.83,1.0,1214.0,426,94%,False,Entire rental unit,within an hour
426,426,20.2,4.78,278,4.91,4.72,1.0,750.0,427,99%,False,Entire rental unit,within an hour
446,446,0.0,4.75,365,4.83,4.71,1.0,1463.0,447,0%,False,Private room in rental unit,No information
452,452,3.0,5.0,363,5.0,5.0,1.0,420.0,453,0%,False,Private room in rental unit,a few days or more
454,454,25.0,4.92,364,5.0,4.72,1.0,1060.0,455,94%,False,Entire rental unit,within an hour
459,459,30.0,4.77,299,4.73,4.67,2.0,1126.0,460,0%,False,Entire rental unit,No information
477,477,27.0,4.85,89,4.91,4.87,1.0,538.0,478,0%,False,Private room in rental unit,No information
495,495,20.2,4.83,0,4.86,4.82,1.0,726.0,496,0%,False,Entire rental unit,No information
505,505,0.0,4.75,365,4.83,4.71,2.0,1452.0,506,0%,False,Entire rental unit,No information
509,509,0.0,4.75,363,4.83,4.71,1.0,600.0,510,0%,False,Private room in rental unit,No information
517,517,0.0,4.75,365,4.83,4.71,1.0,800.0,518,0%,False,Private room in rental unit,No information
525,525,1.0,5.0,179,5.0,5.0,1.0,500.0,526,0%,False,Private room in home,a few days or more
530,530,0.0,4.75,365,4.83,4.71,1.0,900.0,531,0%,False,Private room in home,No information
539,539,45.0,4.52,0,4.8,4.8,1.0,723.0,540,94%,False,Entire rental unit,within an hour
586,586,0.0,4.75,363,4.83,4.71,3.5,1062.7,587,0%,False,Entire rental unit,No information
598,598,21.0,4.63,347,5.0,4.47,2.0,1746.0,599,94%,False,Entire rental unit,within an hour
617,617,33.0,4.94,334,4.91,4.75,1.0,1235.0,618,94%,False,Entire rental unit,within an hour
621,621,0.0,4.75,363,4.83,4.71,1.0,1000.0,622,0%,False,Private room in condo,No information
626,626,40.0,4.8,350,4.95,4.68,1.0,1165.0,627,94%,False,Entire rental unit,within an hour
645,645,52.0,5.0,302,5.0,5.0,1.0,585.0,646,0%,False,Private room in home,a few days or more
648,648,26.0,4.88,0,4.92,4.96,2.0,1450.0,649,0%,False,Entire rental unit,No information
651,651,0.0,4.75,89,4.83,4.71,1.0,210.0,652,0%,False,Private room in rental unit,a few days or more
676,676,1.0,4.75,0,4.83,4.71,1.0,1743.0,677,0%,False,Entire rental unit,No information
709,709,44.0,4.86,174,4.95,4.95,2.0,549.0,710,0%,False,Private room in rental unit,within a day
729,729,0.0,4.75,365,4.83,4.71,2.0,1062.7,730,0%,False,Private room in rental unit,No information
736,736,0.0,4.75,179,4.83,4.71,1.0,450.0,737,0%,False,Private room in home,No information
738,738,0.0,4.75,83,4.83,4.71,1.0,1457.0,739,0%,False,Entire rental unit,No information
750,750,14.0,4.8,364,4.71,4.43,1.0,700.0,751,80%,False,Private room in home,within a few hours
753,753,0.0,4.75,0,4.83,4.71,1.0,998.0,754,0%,False,Entire rental unit,No information
756,756,0.0,4.75,365,4.83,4.71,1.0,720.0,757,0%,False,Private room in rental unit,a few days or more
758,758,20.2,4.92,121,4.78,4.86,1.0,1399.0,759,0%,False,Entire rental unit,No information
764,764,2.0,5.0,365,5.0,5.0,2.0,599.0,765,0%,False,Private room in home,a few days or more
777,777,8.0,4.71,173,5.0,5.0,2.5,1280.0,778,50%,False,Entire home,within a day
779,779,0.0,4.75,365,4.83,4.71,3.5,1700.0,780,0%,False,Entire home,No information
781,781,45.0,4.69,278,5.0,4.84,1.0,750.0,782,99%,False,Entire rental unit,within an hour
782,782,1.0,4.75,89,4.83,4.71,1.0,1062.7,783,0%,False,Entire rental unit,No information
788,788,21.0,4.71,365,4.95,4.71,1.0,708.0,789,75%,False,Private room in condo,No information
791,791,0.0,4.75,89,4.83,4.71,1.0,350.0,792,0%,False,Private room in rental unit,a few days or more
808,808,0.0,4.75,365,4.83,4.71,2.0,979.0,809,0%,False,Entire rental unit,No information
812,812,20.2,4.69,364,4.92,4.84,1.0,614.0,813,0%,False,Private room in rental unit,No information
815,815,13.0,4.8,179,4.91,4.36,1.0,635.0,816,100%,False,Private room in rental unit,within a few hours
819,819,20.2,4.87,355,4.92,4.83,2.0,1552.0,820,94%,False,Entire rental unit,within an hour
821,821,0.0,4.75,365,4.83,4.71,1.0,366.0,822,33%,False,Private room in home,a few days or more
825,825,0.0,4.75,365,4.83,4.71,1.0,1062.7,826,0%,False,Private room in home,a few days or more
826,826,2.0,4.75,365,4.83,4.71,1.5,1062.7,827,0%,False,Private room in rental unit,No information
851,851,81.0,4.74,216,4.89,4.54,1.0,750.0,852,99%,False,Entire rental unit,within an hour
855,855,27.0,4.96,340,4.65,4.38,2.0,1405.0,856,94%,False,Entire rental unit,within an hour
856,856,68.0,4.75,1,4.96,4.87,3.0,216.0,857,100%,False,Private room in condo,within a day
862,862,0.0,4.75,363,4.83,4.71,1.5,440.0,863,0%,False,Private room in rental unit,No information
873,873,37.0,4.92,357,4.97,4.75,1.0,955.0,874,94%,False,Room in serviced apartment,within an hour
887,887,33.0,4.97,342,4.97,4.91,1.0,550.0,888,0%,False,Private room in rental unit,within a few hours
888,888,1.0,5.0,364,5.0,5.0,1.0,508.0,889,0%,False,Private room in rental unit,No information
892,892,40.0,4.97,1,4.86,4.89,1.0,900.0,893,0%,False,Entire rental unit,No information
896,896,40.0,4.8,240,4.83,4.7,1.0,290.0,897,0%,False,Private room in rental unit,No information
897,897,0.0,4.75,178,4.83,4.71,1.0,908.0,898,0%,False,Private room in rental unit,No information
905,905,56.0,4.91,356,4.98,4.93,3.5,1634.0,906,0%,False,Entire rental unit,a few days or more
917,917,1.0,5.0,362,4.9,5.0,2.0,450.0,918,0%,False,Private room in home,No information
927,927,2.0,4.8,363,5.0,4.8,1.0,726.0,928,0%,False,Entire rental unit,No information
941,941,0.0,4.75,365,4.83,4.71,1.0,695.0,942,0%,False,Private room in home,No information
951,951,19.0,5.0,301,5.0,4.94,1.0,480.0,952,0%,False,Private room in home,a few days or more
958,958,0.0,4.75,365,4.83,4.71,1.0,1062.7,959,0%,False,Entire rental unit,No information
959,959,1.0,4.8,364,4.9,4.8,1.0,306.0,960,100%,False,Private room in rental unit,a few days or more
965,965,0.0,4.75,173,4.83,4.71,1.0,298.0,966,0%,False,Private room in rental unit,No information
967,967,20.2,4.71,355,4.85,4.69,2.0,1036.0,968,0%,False,Entire rental unit,No information
970,970,0.0,4.75,362,4.83,4.71,1.0,635.0,971,0%,False,Private room in rental unit,No information
974,974,0.0,4.75,362,4.83,4.71,1.0,1500.0,975,33%,False,Private room in rental unit,No information
985,985,65.0,4.89,364,4.98,4.73,3.0,1250.0,986,99%,False,Entire rental unit,within an hour
991,991,25.0,4.92,44,4.88,4.96,1.0,677.0,992,100%,False,Entire rental unit,within an hour
993,993,40.0,5.0,0,4.92,4.97,1.0,650.0,994,0%,False,Private room in rental unit,No information
999,999,0.0,4.75,363,4.83,4.71,1.0,635.0,1000,0%,False,Private room in rental unit,No information
1007,1007,9.0,4.5,302,5.0,4.75,1.0,328.0,1008,0%,False,Private room in rental unit,No information
1009,1009,5.0,5.0,349,5.0,5.0,1.0,2707.0,1010,100%,False,Room in boutique hotel,within an hour
1018,1018,0.0,4.75,363,4.83,4.71,1.0,1390.0,1019,0%,False,Private room in home,No information
1025,1025,66.0,4.78,118,4.61,4.81,1.0,395.0,1026,0%,False,Entire rental unit,No information
1034,1034,0.0,4.75,365,4.83,4.71,1.0,300.0,1035,0%,False,Private room in rental unit,No information
1041,1041,13.0,4.92,88,5.0,4.85,1.5,600.0,1042,100%,False,Private room in home,a few days or more
1058,1058,20.2,4.97,279,4.95,4.91,2.0,1550.0,1059,100%,False,Entire condo,within an hour
1078,1078,88.0,4.94,360,5.0,4.91,1.0,520.0,1079,93%,False,Private room in condo,within a few hours
1093,1093,0.0,4.75,89,4.83,4.71,1.0,726.0,1094,0%,False,Private room in rental unit,No information
1118,1118,0.0,4.75,0,4.83,4.71,1.0,1062.7,1119,0%,False,Private room in condo,No information
1129,1129,11.0,4.45,365,5.0,4.73,1.0,700.0,1130,80%,False,Private room in home,within a few hours
1155,1155,1.0,4.8,365,4.9,4.8,1.0,500.0,1156,0%,False,Private room in home,No information
1157,1157,2.0,5.0,364,5.0,5.0,1.0,380.0,1158,0%,False,Private room in condo,within an hour
1160,1160,20.0,4.9,327,4.78,4.67,1.0,834.0,1161,94%,False,Entire rental unit,within an hour
1163,1163,7.0,4.57,301,5.0,4.86,1.0,1000.0,1164,100%,False,Entire home,within a few hours
1167,1167,59.0,4.95,358,4.88,4.68,2.0,1244.0,1168,94%,False,Entire rental unit,within an hour
1169,1169,20.2,4.8,348,4.84,4.68,2.0,1044.0,1170,0%,False,Entire rental unit,No information
1189,1189,0.0,4.75,365,4.83,4.71,1.0,1700.0,1190,100%,False,Entire rental unit,No information
1199,1199,10.0,5.0,364,4.9,4.8,1.0,200.0,1200,46%,False,Private room in home,within an hour
1212,1212,0.0,4.75,358,4.83,4.71,1.0,489.0,1213,0%,False,Private room in townhouse,a few days or more
1227,1227,0.0,4.75,83,4.83,4.71,2.0,350.0,1228,0%,False,Private room in home,No information
1235,1235,0.0,4.75,363,4.83,4.71,2.0,1189.0,1236,0%,False,Entire rental unit,No information
1240,1240,0.0,4.75,365,4.83,4.71,1.0,1725.0,1241,0%,False,Private room in rental unit,No information
1246,1246,104.0,4.71,355,4.78,4.66,2.0,908.0,1247,0%,False,Entire rental unit,No information
1249,1249,0.0,4.75,364,4.83,4.71,1.5,732.0,1250,0%,False,Entire home,No information
1251,1251,20.2,4.77,312,4.68,4.77,1.0,585.0,1252,0%,False,Entire rental unit,No information
1256,1256,5.0,4.8,332,4.9,4.8,1.0,400.0,1257,82%,False,Private room in home,within an hour
1258,1258,0.0,4.75,365,4.83,4.71,1.0,400.0,1259,0%,False,Private room in home,No information
1259,1259,0.0,4.75,363,4.83,4.71,1.0,380.0,1260,0%,False,Private room in home,a few days or more
1261,1261,0.0,4.75,88,4.83,4.71,1.0,380.0,1262,0%,False,Private room in home,a few days or more
1290,1290,0.0,4.75,0,4.83,4.71,1.0,300.0,1291,0%,False,Private room in condo,No information
1295,1295,0.0,4.75,267,4.83,4.71,3.5,1062.7,1296,0%,False,Entire home,No information
1305,1305,18.0,4.81,58,4.94,4.69,1.0,817.0,1306,0%,False,Entire rental unit,No information
1311,1311,0.0,4.75,365,4.83,4.71,2.0,1815.0,1312,0%,False,Private room in home,No information
1318,1318,10.0,5.0,201,5.0,5.0,1.0,450.0,1319,0%,False,Private room in condo,within a day
1320,1320,0.0,4.75,364,4.83,4.71,1.0,2619.0,1321,0%,False,Private room in rental unit,No information
1333,1333,18.0,4.88,347,4.94,4.5,1.0,454.0,1334,0%,False,Entire condo,a few days or more
1343,1343,0.0,4.75,179,4.83,4.71,1.0,1463.0,1344,0%,False,Private room in home,No information
1356,1356,0.0,4.75,89,4.83,4.71,1.0,375.0,1357,0%,False,Private room in rental unit,No information
1373,1373,20.2,4.87,34,4.96,4.84,1.0,600.0,1374,0%,False,Private room in townhouse,No information
1375,1375,4.0,5.0,363,5.0,5.0,1.0,300.0,1376,50%,False,Private room in home,within an hour
1381,1381,15.0,4.8,58,5.0,4.6,1.0,350.0,1382,88%,False,Private room in rental unit,within a few hours
1407,1407,0.0,4.75,178,4.83,4.71,1.0,1062.7,1408,0%,False,Private room in rental unit,No information
1413,1413,0.0,4.75,365,4.83,4.71,1.0,2030.0,1414,0%,False,Private room in home,No information
1420,1420,0.0,4.75,177,4.83,4.71,1.0,400.0,1421,100%,False,Private room in rental unit,No information
1421,1421,0.0,4.75,88,4.83,4.71,1.0,619.0,1422,0%,False,Private room in rental unit,No information
1423,1423,0.0,4.75,362,4.83,4.71,1.0,366.0,1424,0%,False,Private room in rental unit,No information
1432,1432,1.0,5.0,0,5.0,5.0,1.0,750.0,1433,0%,False,Private room in home,No information
1444,1444,6.0,4.8,58,4.83,4.5,1.0,390.0,1445,0%,False,Private room in rental unit,No information
1445,1445,0.0,4.75,362,4.83,4.71,1.0,2743.0,1446,0%,False,Entire bungalow,No information
1467,1467,0.0,4.75,358,4.83,4.71,1.0,700.0,1468,0%,False,Private room in rental unit,No information
1477,1477,27.0,5.0,339,4.85,4.96,1.0,400.0,1478,64%,False,Private room in home,within a few hours
1484,1484,0.0,4.75,178,4.83,4.71,2.0,429.0,1485,50%,False,Private room in home,No information
1485,1485,1.0,4.75,179,4.83,4.71,1.0,309.0,1486,0%,False,Private room in rental unit,a few days or more
1488,1488,1.0,4.8,90,4.9,4.8,1.0,350.0,1489,50%,False,Private room in rental unit,a few days or more
1491,1491,0.0,4.75,178,4.83,4.71,1.0,360.0,1492,50%,False,Private room in rental unit,No information
1512,1512,20.2,4.9,267,4.85,4.91,2.0,1500.0,1513,100%,False,Entire condo,within an hour
1526,1526,0.0,4.75,365,4.83,4.71,2.5,1350.0,1527,0%,False,Entire rental unit,No information
1535,1535,0.0,4.75,365,4.83,4.71,1.0,1062.7,1536,0%,False,Shared room in rental unit,No information
1538,1538,0.0,4.75,365,4.83,4.71,2.0,2012.0,1539,0%,False,Entire rental unit,No information
1541,1541,0.0,4.75,365,4.83,4.71,1.0,350.0,1542,50%,False,Private room in home,within an hour
1545,1545,0.0,4.75,87,4.83,4.71,1.0,350.0,1546,0%,False,Private room in rental unit,No information
1579,1579,49.0,4.57,0,4.8,4.84,1.0,1500.0,1580,100%,False,Entire rental unit,No information
1589,1589,20.2,4.5,67,4.87,4.67,2.5,800.0,1590,0%,False,Entire condo,No information
1590,1590,4.0,5.0,363,5.0,4.8,1.0,1815.0,1591,50%,False,Private room in home,within a day
1597,1597,5.0,4.8,365,4.9,4.8,1.0,379.0,1598,50%,False,Private room in rental unit,a few days or more
1604,1604,13.0,5.0,104,5.0,4.77,1.0,300.0,1605,60%,False,Private room in home,within a few hours
1605,1605,39.0,4.87,89,4.95,4.69,2.0,1180.0,1606,73%,False,Entire rental unit,within a few hours
1606,1606,0.0,4.75,358,4.83,4.71,2.0,1000.0,1607,0%,False,Entire rental unit,No information
1624,1624,11.0,4.82,332,5.0,4.82,1.0,850.0,1625,90%,False,Entire rental unit,within a few hours
1654,1654,61.0,4.78,0,4.62,4.78,1.0,900.0,1655,0%,False,Entire rental unit,No information
1660,1660,4.0,5.0,364,5.0,5.0,1.0,1200.0,1661,0%,False,Private room in rental unit,No information
1664,1664,1.0,4.75,365,4.83,4.71,1.0,1600.0,1665,0%,False,Entire rental unit,No information
1669,1669,10.0,4.8,333,4.67,4.44,1.0,400.0,1670,82%,False,Private room in rental unit,within an hour
1673,1673,18.0,4.94,362,5.0,4.94,1.0,750.0,1674,0%,False,Private room in rental unit,No information
1682,1682,2.0,4.8,358,4.9,4.8,1.0,500.0,1683,0%,False,Private room in rental unit,No information
1698,1698,47.0,4.68,333,4.94,4.89,2.0,1630.0,1699,100%,False,Entire rental unit,within an hour
1705,1705,12.0,4.67,179,4.92,4.92,1.0,283.0,1706,100%,False,Entire rental unit,within an hour
1706,1706,10.0,4.7,363,4.8,4.5,1.0,500.0,1707,100%,False,Private room in home,within an hour
1707,1707,2.0,4.5,363,5.0,5.0,1.0,1000.0,1708,100%,False,Private room in home,No information
1716,1716,0.0,4.75,359,4.83,4.71,3.0,350.0,1717,50%,False,Private room in floor,within a day
1723,1723,22.0,4.45,364,4.81,4.52,1.0,235.0,1724,28%,False,Private room in home,within a day
1734,1734,0.0,4.75,83,4.83,4.71,1.0,274.0,1735,0%,False,Private room in rental unit,No information
1743,1743,28.0,4.93,344,4.96,4.62,1.0,635.0,1744,70%,False,Entire loft,within a day
1748,1748,15.0,5.0,59,5.0,4.85,1.0,607.0,1749,25%,False,Entire condo,within a day
1749,1749,0.0,4.75,358,4.83,4.71,2.0,2500.0,1750,0%,False,Private room in home,No information
1786,1786,19.0,5.0,0,5.0,5.0,1.0,440.0,1787,0%,False,Private room in rental unit,within a day
1806,1806,35.0,4.77,207,5.0,4.91,2.5,1062.7,1807,97%,False,Entire rental unit,within an hour
1821,1821,54.0,4.89,94,4.71,4.87,1.0,590.0,1822,89%,False,Private room in condo,No information
1856,1856,43.0,4.95,356,4.93,4.93,1.0,363.0,1857,82%,False,Private room in home,within an hour
1866,1866,65.0,4.88,0,4.89,4.82,1.0,700.0,1867,100%,False,Entire rental unit,No information
1895,1895,0.0,4.75,365,4.83,4.71,2.0,1062.7,1896,0%,False,Private room in rental unit,No information
1901,1901,2.0,5.0,362,5.0,5.0,1.0,479.0,1902,75%,False,Private room in rental unit,a few days or more
1902,1902,0.0,4.75,365,4.83,4.71,1.0,250.0,1903,0%,False,Private room in home,No information
1915,1915,57.0,4.81,179,4.89,4.98,1.0,378.0,1916,23%,False,Private room in rental unit,within a day
1916,1916,1.0,4.8,365,4.9,4.8,1.0,2743.0,1917,100%,False,Private room in condo,No information
1930,1930,0.0,4.75,177,4.83,4.71,1.0,2723.0,1931,0%,False,Private room in rental unit,No information
1956,1956,17.0,4.63,364,4.69,4.63,1.0,235.0,1957,28%,False,Private room in home,within a day
1965,1965,42.0,4.73,285,4.78,4.48,1.0,220.0,1966,27%,False,Private room in home,within a day
1985,1985,0.0,4.75,365,4.83,4.71,1.0,1000.0,1986,0%,False,Private room in rental unit,No information
1999,1999,12.0,5.0,57,5.0,5.0,1.0,600.0,2000,100%,False,Private room in home,within an hour
2007,2007,20.2,4.86,148,4.94,4.87,1.5,2360.0,2008,100%,False,Entire rental unit,within a few hours
2010,2010,20.0,5.0,302,4.79,4.79,1.0,235.0,2011,28%,False,Private room in home,within a day
2011,2011,7.0,5.0,90,4.67,5.0,1.0,418.0,2012,0%,False,Private room in rental unit,a few days or more
2012,2012,1.0,5.0,365,5.0,5.0,1.0,1600.0,2013,0%,False,Private room in rental unit,No information
2021,2021,1.0,4.75,90,4.83,4.71,1.0,1271.0,2022,0%,False,Entire rental unit,No information
2029,2029,1.0,5.0,332,4.9,5.0,1.0,300.0,2030,50%,False,Private room in guest suite,within a day
2030,2030,13.0,4.92,87,4.92,4.92,1.0,350.0,2031,0%,False,Private room in home,No information
2055,2055,0.0,4.75,365,4.83,4.71,1.5,1020.0,2056,0%,False,Entire home,No information
2105,2105,30.0,4.8,179,4.93,4.56,1.0,2500.0,2106,0%,False,Private room in rental unit,No information
2111,2111,38.0,4.89,349,4.97,4.92,1.0,750.0,2112,65%,False,Private room in home,within a day
2114,2114,0.0,4.75,364,4.83,4.71,1.0,1350.0,2115,0%,False,Private room in bed and breakfast,within a few hours
2119,2119,20.2,4.99,61,4.84,4.83,1.0,551.0,2120,88%,False,Entire rental unit,within a few hours
2121,2121,31.0,4.76,56,4.96,4.79,1.0,191.0,2122,0%,False,Private room in home,No information
2124,2124,2.0,5.0,87,5.0,5.0,1.0,617.0,2125,0%,False,Private room in townhouse,No information
2127,2127,17.0,4.94,178,4.88,4.94,1.0,347.0,2128,100%,False,Private room in home,within an hour
2132,2132,0.0,4.75,365,4.83,4.71,1.0,700.0,2133,100%,False,Entire rental unit,No information
2143,2143,1.0,4.75,90,4.83,4.71,1.0,600.0,2144,0%,False,Private room in rental unit,No information
2148,2148,83.0,4.9,85,4.86,4.92,1.0,640.0,2149,96%,False,Entire guesthouse,within an hour
2149,2149,20.2,4.9,11,4.91,4.9,1.0,424.0,2150,0%,False,Private room in condo,within a few hours
2155,2155,15.0,4.79,47,4.69,4.92,1.0,1000.0,2156,100%,False,Private room in home,within an hour
2162,2162,94.0,4.87,155,5.0,4.91,1.0,550.0,2163,77%,False,Private room in rental unit,No information
2169,2169,14.0,4.92,0,5.0,5.0,2.0,1343.0,2170,0%,False,Entire rental unit,No information
2170,2170,52.0,4.73,0,4.86,4.51,2.0,1725.0,2171,0%,False,Entire rental unit,No information
2183,2183,30.0,4.93,0,5.0,4.87,1.0,448.0,2184,100%,False,Private room in rental unit,No information
2190,2190,2.0,4.8,364,4.9,4.8,1.0,414.0,2191,50%,False,Private room in rental unit,No information
2191,2191,26.0,4.88,365,4.88,4.92,1.5,1062.7,2192,100%,False,Entire home,within a day
2211,2211,0.0,4.75,365,4.83,4.71,1.0,1062.7,2212,100%,False,Entire rental unit,No information
2223,2223,1.0,4.8,180,4.9,4.8,1.5,1062.7,2224,100%,False,Private room in rental unit,No information
2236,2236,58.0,4.75,278,4.96,4.71,1.0,750.0,2237,99%,False,Entire rental unit,within an hour
2238,2238,44.0,4.77,264,4.93,4.75,1.0,750.0,2239,99%,False,Entire rental unit,within an hour
2251,2251,5.0,5.0,365,5.0,5.0,1.0,500.0,2252,0%,False,Private room in home,within a day
2252,2252,0.0,4.75,365,4.83,4.71,1.0,1062.7,2253,0%,False,Entire home,No information
2254,2254,0.0,4.75,364,4.83,4.71,1.0,350.0,2255,33%,False,Shared room in rental unit,No information
2256,2256,21.0,4.9,312,4.9,4.9,1.0,650.0,2257,73%,False,Entire rental unit,within a day
2269,2269,2.0,4.8,87,5.0,4.8,1.5,2179.0,2270,0%,False,Entire rental unit,No information
2271,2271,5.0,5.0,365,4.8,4.8,1.0,1062.7,2272,100%,False,Private room in rental unit,No information
2277,2277,70.0,4.94,274,4.97,4.89,1.0,750.0,2278,99%,False,Entire rental unit,within an hour
2279,2279,0.0,4.75,365,4.83,4.71,1.0,450.0,2280,100%,False,Private room in rental unit,No information
2282,2282,42.0,4.9,278,4.93,4.93,1.0,750.0,2283,99%,False,Entire rental unit,within an hour
2287,2287,46.0,4.89,333,5.0,4.91,1.0,400.0,2288,0%,False,Private room in rental unit,No information
2308,2308,20.2,4.52,157,4.98,4.71,2.0,2674.0,2309,100%,False,Entire rental unit,within an hour
2335,2335,0.0,4.75,0,4.83,4.71,1.0,363.0,2336,50%,False,Shared room in home,No information
2337,2337,20.2,4.96,84,4.84,4.83,1.0,554.0,2338,96%,False,Entire guesthouse,within an hour
2344,2344,5.0,5.0,87,5.0,5.0,1.0,355.0,2345,0%,False,Private room in home,No information
2345,2345,7.0,4.86,365,5.0,4.71,1.0,500.0,2346,0%,False,Private room in home,within a day
2373,2373,0.0,4.75,364,4.83,4.71,1.0,457.0,2374,0%,False,Private room in rental unit,No information
2376,2376,67.0,4.9,364,4.85,4.79,1.5,2600.0,2377,0%,False,Entire rental unit,No information
2379,2379,20.2,4.87,75,4.85,4.74,1.0,534.0,2380,96%,False,Entire guesthouse,within an hour
2385,2385,95.0,4.88,74,4.85,4.77,1.0,592.0,2386,96%,False,Entire guesthouse,within an hour
2387,2387,0.0,4.75,365,4.83,4.71,1.0,1062.7,2388,0%,False,Private room in rental unit,No information
