,Unnamed: 0.1,number_of_reviews,review_scores_cleanliness,availability_365,review_scores_location,review_scores_value,bathrooms_text,price,Unnamed: 0,host_acceptance_rate,host_identity_verified,property_type,host_response_time
1091,1091,87.0,4.74,362,4.9,4.72,1.5,303.0,1092,98%,True,Private room in home,within an hour
1095,1095,36.0,4.71,271,4.94,4.86,2.0,828.0,1096,94%,True,Entire rental unit,within an hour
1099,1099,20.2,4.8,352,4.83,4.68,1.0,653.0,1100,100%,True,Entire guesthouse,within an hour
1100,1100,49.0,4.92,362,4.94,4.82,1.0,350.0,1101,100%,True,Private room in guest suite,within an hour
1101,1101,70.0,4.44,164,4.9,4.66,1.0,300.0,1102,100%,True,Entire rental unit,within an hour
1102,1102,104.0,4.72,310,4.97,4.72,1.0,820.0,1103,99%,True,Entire rental unit,within an hour
1106,1106,58.0,4.72,241,4.98,4.81,2.0,1162.0,1107,100%,True,Entire condo,within an hour
1107,1107,20.2,4.93,329,4.91,4.9,1.0,669.0,1108,98%,True,Private room in rental unit,within an hour
1108,1108,43.0,4.63,88,4.86,4.64,1.0,848.0,1109,100%,True,Entire condo,within an hour
1109,1109,20.2,4.96,105,4.99,4.91,2.0,996.0,1110,97%,True,Entire rental unit,within an hour
1111,1111,69.0,4.97,363,4.96,4.82,1.0,2013.0,1112,100%,True,Entire rental unit,within an hour
1116,1116,20.2,4.92,241,4.83,4.85,2.0,1175.0,1117,87%,True,Entire serviced apartment,within an hour
1119,1119,20.2,4.65,73,4.91,4.7,1.0,290.0,1120,100%,True,Private room in home,within an hour
1120,1120,20.2,4.48,75,4.86,4.54,1.0,290.0,1121,100%,True,Private room in home,within an hour
1121,1121,20.2,4.74,336,4.88,4.7,1.0,1196.0,1122,100%,True,Entire rental unit,within an hour
1122,1122,70.0,4.81,365,4.86,4.9,1.0,890.0,1123,100%,True,Entire loft,within an hour
1123,1123,20.2,4.87,161,4.96,4.79,1.0,770.0,1124,90%,True,Entire condo,within an hour
1125,1125,20.2,4.74,82,4.89,4.61,1.0,607.0,1126,100%,True,Entire home,within an hour
1127,1127,20.2,4.74,72,4.9,4.68,1.0,462.0,1128,100%,True,Entire home,within an hour
1128,1128,20.2,4.83,338,4.92,4.82,2.0,1650.0,1129,100%,True,Entire rental unit,within an hour
1131,1131,1.0,5.0,335,5.0,5.0,1.0,1062.7,1132,100%,True,Entire rental unit,within an hour
1132,1132,20.2,4.89,65,4.94,4.74,1.0,721.0,1133,100%,True,Entire home,within an hour
1133,1133,9.0,4.89,364,5.0,5.0,1.0,1300.0,1134,98%,True,Private room in home,within an hour
1134,1134,20.2,4.76,363,4.85,4.56,1.0,993.0,1135,99%,True,Entire rental unit,within an hour
1135,1135,86.0,4.8,330,4.98,4.79,1.0,1450.0,1136,100%,True,Entire condo,within an hour
1136,1136,20.2,4.95,325,4.97,4.9,1.0,1725.0,1137,100%,True,Entire loft,within an hour
1137,1137,20.2,4.64,283,4.94,4.79,1.0,435.0,1138,100%,True,Private room in home,within an hour
1138,1138,75.0,4.97,243,5.0,4.93,2.0,2233.0,1139,97%,True,Entire rental unit,within an hour
1139,1139,87.0,4.75,349,4.96,4.68,1.0,1336.0,1140,100%,True,Entire home,within an hour
1140,1140,65.0,4.88,328,5.0,4.78,1.0,609.0,1141,100%,True,Private room in condo,within an hour
1142,1142,89.0,4.91,305,4.94,4.88,2.5,1214.0,1143,100%,True,Entire rental unit,within an hour
1143,1143,3.0,5.0,169,5.0,5.0,1.0,305.0,1144,100%,True,Private room in rental unit,within an hour
1144,1144,100.0,4.85,355,4.93,4.7,1.0,910.0,1145,98%,True,Entire rental unit,within an hour
1145,1145,20.2,4.81,217,4.91,4.8,1.0,1347.0,1146,100%,True,Entire loft,within an hour
1146,1146,20.2,4.69,305,4.96,4.78,1.0,380.0,1147,100%,True,Private room in home,within an hour
1147,1147,18.0,5.0,0,5.0,5.0,1.0,366.0,1148,100%,True,Private room in rental unit,within an hour
1149,1149,62.0,4.97,169,4.9,4.87,1.5,609.0,1150,96%,True,Private room in rental unit,within an hour
1150,1150,33.0,4.47,57,5.0,4.78,1.0,368.0,1151,90%,True,Private room in rental unit,within an hour
1151,1151,20.2,4.91,346,4.84,4.86,1.0,902.0,1152,99%,True,Entire serviced apartment,within an hour
1156,1156,3.0,4.8,363,4.9,4.67,1.0,400.0,1157,75%,True,Private room in home,within an hour
1157,1157,2.0,5.0,364,5.0,5.0,1.0,380.0,1158,0%,False,Private room in condo,within an hour
1158,1158,9.0,4.78,275,4.78,4.78,1.0,400.0,1159,75%,True,Private room in home,within an hour
1159,1159,77.0,4.63,216,4.92,4.59,1.0,2145.0,1160,99%,True,Entire rental unit,within an hour
1160,1160,20.0,4.9,327,4.78,4.67,1.0,834.0,1161,94%,False,Entire rental unit,within an hour
1161,1161,20.2,4.88,288,4.97,4.92,1.0,928.0,1162,98%,True,Entire rental unit,within an hour
1164,1164,20.2,4.91,352,4.96,4.72,2.0,1062.7,1165,99%,True,Entire rental unit,within an hour
1165,1165,34.0,4.88,365,4.76,4.79,1.0,950.0,1166,100%,True,Entire serviced apartment,within an hour
1167,1167,59.0,4.95,358,4.88,4.68,2.0,1244.0,1168,94%,False,Entire rental unit,within an hour
1168,1168,20.2,4.72,156,4.94,4.85,1.5,2600.0,1169,94%,True,Entire rental unit,within an hour
1170,1170,27.0,4.85,254,4.67,4.78,1.0,853.0,1171,99%,True,Entire condo,within an hour
1171,1171,85.0,4.88,131,4.74,4.86,1.0,900.0,1172,0%,True,Entire loft,within an hour
1172,1172,14.0,4.92,291,5.0,4.62,2.5,1062.7,1173,99%,True,Entire rental unit,within an hour
1173,1173,3.0,5.0,178,5.0,4.67,1.0,357.0,1174,85%,True,Private room in rental unit,within an hour
1175,1175,8.0,4.88,88,5.0,5.0,2.0,1867.0,1176,92%,True,Entire rental unit,within an hour
1178,1178,42.0,4.9,316,4.95,4.78,2.0,1062.7,1179,98%,True,Room in serviced apartment,within an hour
1180,1180,68.0,4.9,365,4.99,4.85,1.0,2213.0,1181,100%,True,Entire rental unit,within an hour
1182,1182,89.0,4.81,338,4.98,4.78,1.0,2013.0,1183,100%,True,Entire rental unit,within an hour
1186,1186,43.0,5.0,325,4.93,4.88,1.0,567.0,1187,100%,True,Private room in condo,within an hour
1187,1187,81.0,4.77,342,4.85,4.62,1.0,1771.0,1188,100%,True,Entire rental unit,within an hour
1188,1188,20.2,4.63,357,4.91,4.64,1.0,635.0,1189,100%,True,Entire guest suite,within an hour
1190,1190,20.2,4.8,303,4.93,4.6,2.5,1716.0,1191,99%,True,Entire rental unit,within an hour
1191,1191,41.0,4.51,363,4.9,4.8,1.0,954.0,1192,100%,True,Entire condo,within an hour
1192,1192,20.2,4.92,322,4.85,4.77,1.0,865.0,1193,100%,True,Entire rental unit,within an hour
1193,1193,20.2,4.89,209,4.97,4.84,1.0,640.0,1194,100%,True,Entire rental unit,within an hour
1194,1194,35.0,4.8,304,4.86,4.43,1.5,934.0,1195,100%,True,Entire loft,within an hour
1195,1195,20.2,4.75,332,4.88,4.68,1.0,863.0,1196,92%,True,Entire loft,within an hour
1196,1196,4.0,5.0,335,5.0,5.0,1.0,1199.0,1197,97%,True,Entire condo,within an hour
1197,1197,20.2,4.95,350,4.92,4.89,2.0,1170.0,1198,100%,True,Entire rental unit,within an hour
1198,1198,20.2,4.87,299,4.93,4.82,1.0,1167.0,1199,98%,True,Entire loft,within an hour
1199,1199,10.0,5.0,364,4.9,4.8,1.0,200.0,1200,46%,False,Private room in home,within an hour
1201,1201,20.2,4.81,277,4.92,4.88,1.0,1117.0,1202,100%,True,Entire rental unit,within an hour
1203,1203,20.2,4.84,339,4.96,4.79,1.0,1100.0,1204,98%,True,Entire loft,within an hour
1204,1204,20.2,4.65,361,4.98,4.67,1.0,890.0,1205,100%,True,Private room in rental unit,within an hour
1208,1208,20.2,4.81,279,4.87,4.83,2.0,489.0,1209,100%,True,Entire rental unit,within an hour
1209,1209,53.0,4.98,8,4.88,4.96,1.0,950.0,1210,81%,True,Entire rental unit,within an hour
1211,1211,43.0,4.88,309,4.95,4.86,1.5,1500.0,1212,99%,True,Entire rental unit,within an hour
1213,1213,2.0,4.8,269,5.0,5.0,1.0,650.0,1214,95%,True,Entire condo,within an hour
1215,1215,37.0,4.89,69,4.86,4.83,1.0,255.0,1216,100%,True,Private room in home,within an hour
1216,1216,20.2,4.97,337,4.89,4.96,1.0,604.0,1217,98%,True,Private room in rental unit,within an hour
1217,1217,62.0,4.69,358,4.95,4.47,1.0,424.0,1218,100%,True,Private room in serviced apartment,within an hour
1218,1218,68.0,4.53,294,4.94,4.65,2.0,810.0,1219,99%,True,Entire rental unit,within an hour
1220,1220,76.0,4.58,364,4.99,4.72,1.0,550.0,1221,100%,True,Private room in serviced apartment,within an hour
1222,1222,12.0,5.0,59,5.0,4.58,1.5,2122.0,1223,97%,True,Entire serviced apartment,within an hour
1223,1223,20.2,4.63,269,4.9,4.6,1.0,1271.0,1224,98%,True,Entire serviced apartment,within an hour
1225,1225,11.0,4.9,87,4.8,4.5,1.0,300.0,1226,100%,True,Private room in home,within an hour
1228,1228,59.0,4.72,180,4.6,4.61,1.0,384.0,1229,86%,True,Private room in home,within an hour
1231,1231,82.0,4.94,174,4.94,4.84,1.0,762.0,1232,100%,True,Entire guesthouse,within an hour
1234,1234,20.2,4.84,310,4.95,4.77,1.0,923.0,1235,98%,True,Entire rental unit,within an hour
1236,1236,81.0,4.99,340,5.0,4.94,1.0,1815.0,1237,98%,True,Entire rental unit,within an hour
1237,1237,41.0,4.53,365,4.85,4.35,1.0,1089.0,1238,92%,True,Private room in home,within an hour
1238,1238,20.2,4.69,350,4.94,4.58,1.0,549.0,1239,100%,True,Entire rental unit,within an hour
1239,1239,62.0,4.77,363,4.97,4.77,1.5,1017.0,1240,92%,True,Private room in home,within an hour
1244,1244,45.0,4.6,269,4.87,4.44,1.5,1472.0,1245,98%,True,Entire serviced apartment,within an hour
1245,1245,10.0,4.8,266,5.0,4.5,2.0,2075.0,1246,98%,True,Entire serviced apartment,within an hour
1248,1248,48.0,5.0,72,4.92,4.83,1.0,1271.0,1249,100%,True,Entire rental unit,within an hour
1250,1250,72.0,4.82,79,4.97,4.7,1.5,1062.7,1251,100%,True,Entire condo,within an hour
1252,1252,20.2,4.97,193,4.98,4.92,1.0,1310.0,1253,100%,True,Entire rental unit,within an hour
1255,1255,20.2,4.93,355,4.99,4.93,1.0,659.0,1256,100%,True,Private room in home,within an hour
1256,1256,5.0,4.8,332,4.9,4.8,1.0,400.0,1257,82%,False,Private room in home,within an hour
1257,1257,32.0,5.0,329,4.94,4.88,1.5,3000.0,1258,85%,True,Entire condo,within an hour
1262,1262,1.0,5.0,363,5.0,5.0,1.0,800.0,1263,75%,True,Private room in home,within an hour
1263,1263,20.2,4.82,357,4.91,4.85,1.0,513.0,1264,97%,True,Private room in rental unit,within an hour
1264,1264,30.0,4.89,196,4.92,4.92,1.0,945.0,1265,94%,True,Entire condo,within an hour
1266,1266,24.0,4.92,295,5.0,4.92,1.5,1062.7,1267,87%,True,Entire condo,within an hour
1267,1267,20.2,4.8,352,4.9,4.81,2.0,2419.0,1268,100%,True,Entire rental unit,within an hour
1268,1268,18.0,4.94,122,4.89,5.0,1.0,350.0,1269,83%,True,Private room in condo,within an hour
1269,1269,35.0,4.74,179,4.79,4.88,1.0,384.0,1270,86%,True,Private room in home,within an hour
1271,1271,60.0,4.92,322,5.0,4.97,1.0,457.0,1272,100%,True,Private room in home,within an hour
1273,1273,20.2,4.75,235,4.97,4.88,1.5,3000.0,1274,99%,True,Entire condo,within an hour
1275,1275,20.2,4.78,103,4.69,4.78,2.0,803.0,1276,92%,True,Entire rental unit,within an hour
1278,1278,33.0,4.79,171,4.88,4.79,1.0,998.0,1279,70%,True,Entire rental unit,within an hour
1282,1282,18.0,4.82,245,5.0,4.88,1.0,222.0,1283,83%,True,Private room in home,within an hour
1283,1283,42.0,4.95,187,4.9,4.97,2.0,1180.0,1284,86%,True,Entire rental unit,within an hour
1284,1284,47.0,4.94,137,4.94,4.94,2.0,1000.0,1285,100%,True,Entire rental unit,within an hour
1292,1292,20.2,4.86,349,4.95,4.71,2.0,1062.7,1293,99%,True,Entire rental unit,within an hour
1293,1293,64.0,4.94,359,4.94,4.94,1.0,398.0,1294,100%,True,Private room in rental unit,within an hour
1294,1294,20.2,4.91,149,4.96,4.77,1.0,708.0,1295,100%,True,Entire loft,within an hour
1298,1298,20.2,4.88,346,4.98,4.91,1.0,1650.0,1299,95%,True,Entire home,within an hour
1299,1299,70.0,4.99,268,4.84,4.81,1.0,550.0,1300,88%,True,Entire rental unit,within an hour
1302,1302,20.2,4.86,50,4.96,4.86,1.0,926.0,1303,0%,True,Entire rental unit,within an hour
1307,1307,97.0,4.7,78,4.85,4.62,1.0,1963.0,1308,93%,True,Entire loft,within an hour
1309,1309,20.2,4.88,245,4.93,4.89,1.0,1468.0,1310,99%,True,Entire rental unit,within an hour
1312,1312,32.0,4.81,164,4.81,4.78,1.0,300.0,1313,91%,True,Private room in rental unit,within an hour
1314,1314,20.2,4.97,330,4.75,4.97,1.0,1011.0,1315,100%,True,Entire rental unit,within an hour
1317,1317,14.0,4.93,90,5.0,4.86,1.0,2451.0,1318,83%,True,Private room in loft,within an hour
1319,1319,80.0,4.86,334,4.92,4.68,2.0,1062.7,1320,99%,True,Entire rental unit,within an hour
1321,1321,57.0,4.79,331,4.89,4.84,1.0,519.0,1322,100%,True,Private room in home,within an hour
1322,1322,75.0,4.7,325,4.91,4.64,1.0,913.0,1323,100%,True,Entire rental unit,within an hour
1323,1323,21.0,4.9,253,5.0,4.95,1.0,770.0,1324,81%,True,Private room in rental unit,within an hour
1324,1324,84.0,4.96,272,5.0,4.95,1.0,450.0,1325,87%,True,Private room in home,within an hour
1325,1325,20.2,4.88,351,4.98,4.75,1.0,1965.0,1326,100%,True,Entire rental unit,within an hour
1326,1326,20.2,4.87,319,4.97,4.85,1.0,1062.7,1327,100%,True,Entire rental unit,within an hour
1327,1327,20.2,5.0,190,4.95,4.89,3.5,1062.7,1328,99%,True,Entire home,within an hour
1328,1328,20.2,4.9,338,4.97,4.87,1.0,1062.7,1329,100%,True,Entire rental unit,within an hour
1331,1331,0.0,4.75,0,4.83,4.71,1.0,895.0,1332,81%,True,Private room in rental unit,within an hour
1332,1332,14.0,4.8,59,4.69,4.54,1.0,200.0,1333,63%,True,Private room in rental unit,within an hour
1335,1335,22.0,5.0,150,5.0,4.91,1.0,730.0,1336,81%,True,Private room in rental unit,within an hour
1336,1336,1.0,4.75,180,4.83,4.71,2.0,1402.0,1337,100%,True,Entire rental unit,within an hour
1337,1337,13.0,4.92,342,4.92,4.85,1.0,630.0,1338,81%,True,Private room in rental unit,within an hour
1338,1338,60.0,4.9,0,4.91,4.74,1.0,1323.0,1339,98%,True,Entire loft,within an hour
1339,1339,34.0,5.0,147,4.85,4.94,1.0,640.0,1340,100%,True,Private room in home,within an hour
1340,1340,20.2,4.89,192,4.88,4.88,1.5,1321.0,1341,100%,True,Entire condo,within an hour
1341,1341,22.0,4.91,88,5.0,4.91,1.0,467.0,1342,100%,True,Private room in loft,within an hour
1342,1342,20.2,4.89,303,4.77,4.73,1.0,1353.0,1343,82%,True,Entire rental unit,within an hour
1344,1344,78.0,4.74,152,4.92,4.67,1.0,273.0,1345,100%,True,Private room in rental unit,within an hour
1346,1346,66.0,4.77,335,4.91,4.71,1.5,1305.0,1347,100%,True,Entire rental unit,within an hour
1348,1348,20.2,4.86,128,4.99,4.89,1.0,1727.0,1349,99%,True,Entire rental unit,within an hour
1355,1355,43.0,4.88,88,5.0,4.88,1.0,429.0,1356,97%,True,Private room in rental unit,within an hour
1357,1357,5.0,4.8,363,5.0,4.6,1.0,400.0,1358,75%,True,Private room in home,within an hour
1359,1359,20.2,4.82,334,5.0,4.87,1.0,1190.0,1360,95%,True,Entire rental unit,within an hour
1360,1360,18.0,4.94,236,5.0,4.88,2.0,1900.0,1361,86%,True,Entire condo,within an hour
1362,1362,16.0,5.0,355,5.0,4.8,1.0,2451.0,1363,83%,True,Private room in loft,within an hour
1363,1363,20.2,4.92,360,5.0,4.72,1.0,2021.0,1364,100%,True,Entire rental unit,within an hour
1364,1364,54.0,4.91,93,4.96,5.0,1.0,300.0,1365,100%,True,Private room in condo,within an hour
1366,1366,20.2,4.86,362,4.62,4.94,1.0,880.0,1367,100%,True,Entire loft,within an hour
1367,1367,20.2,4.93,150,4.94,4.85,1.0,1766.0,1368,100%,True,Entire rental unit,within an hour
1369,1369,20.2,4.87,293,4.88,4.75,1.0,1726.0,1370,82%,True,Entire rental unit,within an hour
1371,1371,20.2,4.59,319,4.96,4.68,2.0,1982.0,1372,100%,True,Entire rental unit,within an hour
1374,1374,20.2,4.9,335,4.99,4.92,1.0,1709.0,1375,100%,True,Entire rental unit,within an hour
1375,1375,4.0,5.0,363,5.0,5.0,1.0,300.0,1376,50%,False,Private room in home,within an hour
1378,1378,22.0,5.0,349,5.0,4.95,1.5,550.0,1379,87%,True,Private room in home,within an hour
1379,1379,11.0,4.82,363,4.73,4.82,1.0,400.0,1380,75%,True,Private room in home,within an hour
1380,1380,20.2,4.82,325,4.94,4.84,2.5,1753.0,1381,100%,True,Entire rental unit,within an hour
1383,1383,104.0,4.91,332,4.95,4.9,1.0,454.0,1384,100%,True,Room in serviced apartment,within an hour
1386,1386,16.0,5.0,58,4.93,4.67,2.0,907.0,1387,73%,True,Entire rental unit,within an hour
1388,1388,20.2,4.93,148,4.95,4.91,1.0,962.0,1389,100%,True,Entire rental unit,within an hour
1389,1389,64.0,4.8,80,4.86,4.48,1.0,302.0,1390,98%,True,Private room in rental unit,within an hour
1390,1390,20.2,4.87,28,4.61,4.8,1.0,3000.0,1391,50%,True,Entire rental unit,within an hour
1393,1393,94.0,4.87,87,4.93,4.88,1.0,1598.0,1394,93%,True,Entire rental unit,within an hour
1394,1394,20.2,4.98,184,4.94,4.91,2.0,2324.0,1395,100%,True,Entire rental unit,within an hour
1395,1395,83.0,4.95,89,4.9,4.95,1.0,840.0,1396,100%,True,Entire rental unit,within an hour
1398,1398,93.0,4.86,0,4.9,4.86,1.0,800.0,1399,98%,True,Entire rental unit,within an hour
1399,1399,20.2,4.91,365,4.96,4.9,1.0,485.0,1400,52%,True,Private room in rental unit,within an hour
1403,1403,20.2,4.83,193,4.92,4.83,2.0,1401.0,1404,100%,True,Entire condo,within an hour
1406,1406,58.0,5.0,191,4.98,4.95,1.0,1597.0,1407,100%,True,Entire condo,within an hour
1409,1409,98.0,4.92,365,4.83,4.81,1.0,914.0,1410,100%,True,Entire guest suite,within an hour
1410,1410,34.0,4.58,88,4.84,4.71,1.0,545.0,1411,97%,True,Private room in rental unit,within an hour
1411,1411,13.0,5.0,90,4.92,5.0,1.0,1180.0,1412,88%,True,Entire rental unit,within an hour
1412,1412,96.0,4.74,52,4.99,4.77,1.5,1305.0,1413,97%,True,Entire condo,within an hour
1414,1414,101.0,4.83,266,4.88,4.88,1.5,900.0,1415,100%,True,Entire rental unit,within an hour
1415,1415,20.2,4.86,167,4.99,4.8,1.0,1871.0,1416,99%,True,Entire rental unit,within an hour
1416,1416,20.2,4.98,342,4.81,4.87,1.5,1815.0,1417,99%,True,Entire loft,within an hour
1417,1417,0.0,4.75,87,4.83,4.71,1.0,274.0,1418,0%,True,Private room in rental unit,within an hour
1418,1418,20.2,4.74,275,4.96,4.8,1.0,427.0,1419,100%,True,Private room in home,within an hour
1419,1419,20.2,4.73,360,4.81,4.54,1.0,1000.0,1420,99%,True,Entire rental unit,within an hour
1425,1425,75.0,4.54,79,4.81,4.59,2.0,1180.0,1426,100%,True,Entire rental unit,within an hour
1426,1426,8.0,5.0,0,5.0,5.0,1.0,240.0,1427,99%,True,Private room in condo,within an hour
1427,1427,53.0,4.89,211,4.78,4.76,1.5,726.0,1428,87%,True,Entire condo,within an hour
1428,1428,20.2,4.87,320,4.96,4.88,1.0,1062.7,1429,100%,True,Entire rental unit,within an hour
1430,1430,17.0,4.8,351,4.82,4.59,3.0,2014.0,1431,96%,True,Entire rental unit,within an hour
1434,1434,20.2,5.0,229,4.97,4.95,2.0,1380.0,1435,100%,True,Entire rental unit,within an hour
1438,1438,3.0,4.8,179,5.0,4.8,1.0,764.0,1439,100%,True,Private room in rental unit,within an hour
1439,1439,20.2,4.9,64,4.98,4.88,2.5,1062.7,1440,100%,True,Entire townhouse,within an hour
1440,1440,19.0,4.58,90,4.95,4.58,1.0,1100.0,1441,92%,True,Room in boutique hotel,within an hour
1442,1442,41.0,4.95,322,4.93,4.98,1.0,424.0,1443,100%,True,Private room in home,within an hour
1443,1443,20.2,4.93,273,4.94,4.9,3.5,1062.7,1444,100%,True,Entire home,within an hour
1446,1446,20.2,4.83,175,4.97,4.84,1.0,1210.0,1447,91%,True,Entire loft,within an hour
1447,1447,20.2,4.76,351,4.95,4.73,1.0,853.0,1448,100%,True,Entire loft,within an hour
1448,1448,20.2,4.76,339,4.98,4.83,1.0,1450.0,1449,99%,True,Entire rental unit,within an hour
1449,1449,20.2,4.61,355,4.72,4.57,1.0,348.0,1450,100%,True,Entire loft,within an hour
1450,1450,14.0,4.57,241,4.92,4.75,2.0,1429.0,1451,99%,True,Entire condo,within an hour
1451,1451,20.2,4.93,315,4.98,4.91,1.0,1079.0,1452,100%,True,Entire loft,within an hour
1452,1452,94.0,4.65,65,4.96,4.91,3.0,1062.7,1453,100%,True,Entire home,within an hour
1454,1454,3.0,5.0,301,5.0,5.0,1.0,300.0,1455,100%,True,Private room in serviced apartment,within an hour
1455,1455,20.2,4.64,363,4.62,4.55,1.0,455.0,1456,100%,True,Entire loft,within an hour
1456,1456,3.0,5.0,211,5.0,5.0,2.0,993.0,1457,100%,True,Entire rental unit,within an hour
1458,1458,3.0,4.8,364,5.0,4.67,1.0,786.0,1459,100%,True,Private room in condo,within an hour
1461,1461,3.0,5.0,348,5.0,5.0,2.0,1062.7,1462,99%,True,Entire rental unit,within an hour
1465,1465,20.2,4.96,0,5.0,4.96,1.0,654.0,1466,0%,True,Entire rental unit,within an hour
1468,1468,4.0,5.0,17,4.9,4.75,1.0,490.0,1469,100%,True,Entire loft,within an hour
1471,1471,82.0,4.79,358,4.96,4.83,2.0,1512.0,1472,95%,True,Entire rental unit,within an hour
1474,1474,17.0,4.82,147,4.88,4.94,2.0,995.0,1475,100%,True,Entire rental unit,within an hour
1475,1475,20.2,4.77,306,4.97,4.86,3.0,1062.7,1476,96%,True,Entire rental unit,within an hour
1476,1476,8.0,4.5,146,5.0,4.75,1.5,890.0,1477,95%,True,Entire loft,within an hour
1480,1480,19.0,4.95,365,4.95,4.95,1.0,870.0,1481,100%,True,Entire loft,within an hour
1482,1482,32.0,4.84,118,4.94,4.91,1.0,400.0,1483,87%,True,Private room in home,within an hour
1483,1483,20.2,4.88,305,4.97,4.76,1.0,1386.0,1484,100%,True,Entire loft,within an hour
1487,1487,20.2,4.91,58,4.99,4.88,1.0,1400.0,1488,100%,True,Entire loft,within an hour
1489,1489,88.0,4.86,364,4.94,4.86,2.0,1137.0,1490,100%,True,Entire rental unit,within an hour
1490,1490,20.2,4.65,210,4.78,4.82,1.0,188.0,1491,100%,True,Private room in rental unit,within an hour
1492,1492,13.0,4.77,84,4.77,5.0,1.5,431.0,1493,86%,True,Private room in home,within an hour
1493,1493,83.0,4.77,359,4.74,4.7,1.0,550.0,1494,88%,True,Entire rental unit,within an hour
1494,1494,77.0,4.97,254,4.99,4.89,2.0,2000.0,1495,96%,True,Entire rental unit,within an hour
1496,1496,65.0,4.48,301,4.73,4.62,2.0,790.0,1497,100%,True,Entire rental unit,within an hour
1497,1497,47.0,4.87,67,5.0,4.83,1.0,700.0,1498,84%,True,Private room in rental unit,within an hour
1498,1498,20.2,4.83,302,4.9,4.85,2.5,1699.0,1499,100%,True,Entire condo,within an hour
1499,1499,78.0,4.69,63,4.86,4.43,3.0,1134.0,1500,100%,True,Entire rental unit,within an hour
1502,1502,20.2,4.97,212,4.99,4.93,1.0,1797.0,1503,100%,True,Entire rental unit,within an hour
1503,1503,20.2,4.63,322,4.9,4.71,1.0,368.0,1504,100%,True,Entire rental unit,within an hour
1504,1504,20.2,4.68,350,4.96,4.69,2.0,1200.0,1505,100%,True,Entire rental unit,within an hour
1508,1508,20.2,4.81,85,4.96,4.81,1.0,511.0,1509,99%,True,Private room in condo,within an hour
1509,1509,89.0,4.73,286,4.93,4.85,1.0,425.0,1510,100%,True,Entire guest suite,within an hour
1510,1510,51.0,4.78,325,4.94,4.76,1.0,850.0,1511,83%,True,Entire rental unit,within an hour
1512,1512,20.2,4.9,267,4.85,4.91,2.0,1500.0,1513,100%,False,Entire condo,within an hour
1516,1516,20.2,4.97,321,4.99,4.94,1.0,690.0,1517,100%,True,Private room in condo,within an hour
1517,1517,71.0,4.68,304,4.97,4.8,1.0,1312.0,1518,99%,True,Entire rental unit,within an hour
1518,1518,20.2,4.86,365,4.93,4.78,1.5,1857.0,1519,100%,True,Entire rental unit,within an hour
1519,1519,20.2,4.91,354,4.94,4.84,1.0,965.0,1520,99%,True,Entire loft,within an hour
1520,1520,20.2,4.82,343,4.96,4.92,1.0,650.0,1521,100%,True,Private room in home,within an hour
1527,1527,20.2,4.64,346,4.88,4.75,1.0,373.0,1528,94%,True,Private room in rental unit,within an hour
1528,1528,20.2,4.95,250,4.98,4.94,2.0,1503.0,1529,100%,True,Entire rental unit,within an hour
1530,1530,24.0,4.78,365,5.0,4.73,1.0,1200.0,1531,92%,True,Private room in home,within an hour
1534,1534,20.2,4.81,295,4.89,4.91,1.0,226.0,1535,97%,True,Private room in home,within an hour
1536,1536,94.0,4.93,274,4.93,4.88,1.0,1071.0,1537,99%,True,Entire rental unit,within an hour
1540,1540,61.0,4.95,175,4.97,4.88,1.0,1828.0,1541,99%,True,Entire rental unit,within an hour
1541,1541,0.0,4.75,365,4.83,4.71,1.0,350.0,1542,50%,False,Private room in home,within an hour
1542,1542,77.0,4.94,165,4.95,4.75,1.0,1639.0,1543,99%,True,Entire rental unit,within an hour
1546,1546,92.0,4.71,349,4.96,4.55,1.0,1089.0,1547,100%,True,Entire rental unit,within an hour
1547,1547,20.2,4.83,347,4.88,4.71,1.0,850.0,1548,91%,True,Entire loft,within an hour
1548,1548,20.2,4.76,66,4.94,4.77,1.0,613.0,1549,100%,True,Entire condo,within an hour
1550,1550,16.0,4.94,130,5.0,5.0,1.0,1074.0,1551,84%,True,Private room in condo,within an hour
1551,1551,20.2,4.77,334,4.94,4.8,1.0,1239.0,1552,100%,True,Entire rental unit,within an hour
1555,1555,20.2,4.88,70,4.74,4.88,1.0,599.0,1556,100%,True,Entire loft,within an hour
1556,1556,3.0,5.0,348,5.0,5.0,1.0,360.0,1557,67%,True,Private room in home,within an hour
1559,1559,72.0,4.69,170,4.84,4.69,1.0,586.0,1560,100%,True,Entire serviced apartment,within an hour
1560,1560,20.2,4.75,153,4.91,4.77,1.0,341.0,1561,100%,True,Private room in rental unit,within an hour
1561,1561,29.0,5.0,297,4.86,4.83,1.0,1200.0,1562,98%,True,Entire condo,within an hour
1562,1562,41.0,4.95,0,4.95,4.95,1.5,406.0,1563,91%,True,Entire rental unit,within an hour
1563,1563,31.0,4.8,365,4.94,4.42,1.0,1071.0,1564,100%,True,Private room in condo,within an hour
1564,1564,19.0,4.79,343,5.0,4.58,1.0,2176.0,1565,93%,True,Entire home,within an hour
1565,1565,20.2,4.96,304,4.98,4.88,1.0,2647.0,1566,100%,True,Entire rental unit,within an hour
1568,1568,16.0,4.93,322,4.93,4.8,1.0,1250.0,1569,100%,True,Entire condo,within an hour
